idInventario,nCensoInventario,idObservador,nombreComunidadInventario,lugarInventario,relieveInventario,sueloInventario,nSueloInventario,fechaInventario,idLocalidad,latitudInventario,longitudInventario,poligonoInventario,idDepartamento,tipoComunidadInventario
349,578,2,Pastizal con arbustos muy bajos abierto y Larrea divaricata abierto,Ruta 21. 33 km al oeste de La Reforma. Lote: 16.,Plano,0,NULL,12/11/76,NULL,"-37,55792","-66,58493",NULL,440,3
350,647,1,"Jarillal, quemado.",10 km al norte de ruta 21. Al lado de El Fresco. 46 km al oeste de La Reforma. Lote: 17.,-,0,NULL,06/12/76,NULL,"-37,5888","-67,27688",NULL,440,2
351,660,3,Arbustal abierto con rodado de arena,24 km al este de 25 de Mayo.,-,0,NULL,15/12/76,NULL,"-37,79402","-67,43126",NULL,441,2
352,661,3,Jarillal abierto con tapiz,Ruta 25 de Mayo. Mas o menos a 36 km al este de 25 de Mayo.,-,0,NULL,15/12/76,NULL,"-37,79765","-67,28778",NULL,441,2
353,662,3,Pastizal (quemado de jarillal abierto),Mas o menos a 44 km al oeste de 25 de Mayo. Picada al oeste de YPF.,Plano alto,0,NULL,15/12/76,NULL,"-37,7922","-67,18608",NULL,441,3
354,663,3,Pastizal (exquemado de jarilla),Mas o menos a 26 km al NE  de 25 de Mayo.,Plano,0,NULL,15/12/76,NULL,"-37,73954","-67,44215",NULL,441,3
355,677,3,Pastizal con Larrea divaricata,Norte de La Providencia.,Plano alto,0,NULL,16/12/76,NULL,"-38,41127","-66,51228",NULL,460,3
356,678,3,Jarillal abierto con pastizal,Providence al NE.,Plano alto,0,NULL,16/12/76,NULL,"-38,39849","-66,43377",NULL,460,2
357,693,2,Arbustal bajo,Puesto El Quemado. Lote: 16.,Plano,0,NULL,11/01/77,NULL,"-37,47801","-67,71094",NULL,441,2
358,704,2,Jarillal con Atriplex Lampa,Puesto Los 8 Hermanos al SE. Lote: 15. Sección: B.,Plano,0,NULL,13/01/76,NULL,NULL,NULL,NULL,460,2
359,705,3,Jarillal con tapiz,15 km al NE del puesto el 21. Mas o menos a 35 km al NW de Puelches. Lote: 24.,Plano,0,NULL,13/07/76,NULL,NULL,NULL,NULL,460,2
360,309,1,Bosque cerrado con pajonal denso,La Holanda.,Bajo plano,0,NULL,03/06/76,NULL,"-36,5883","-65,32803",NULL,414,1
361,310,3,Estepa arbustiva baja abierta,La Holanda.,-,0,NULL,03/06/76,NULL,"-36,62854","-65,28852",NULL,414,3
362,329,1,"Pajonal con prosopis caldenia, flexuosa y arbustos",Mari Huincul. Lote: 15.,Bajo,0,NULL,10/06/76,NULL,"-36,58546","-65,08482",NULL,414,3
363,351,1,Pajonal de Evi con arbustos,"Estancia La Florida, sobre ruta lateral a Santa Rosa. Camino a Santa Rosa. Lote: 1.",Alto,0,NULL,12/08/76,NULL,"-36,39355","-65,00101",NULL,422,3
364,377,1,Caldenal alto,"Ruta a Cereales, hacia la derecha, bajando a lagunas. Frente a Athapualpa. Estancia La Victoria. Lote: 5.","Bajo, o pendiente muy suave",0,NULL,20/08/76,NULL,"-36,82325","-64,04732",NULL,442,1
365,7,1,Estepa arbustiva,Entre Chacharramendi e Inta.,"Amplio bajo, pendiente suave",0,NULL,21/10/75,NULL,"-36,34796","-66,14115",NULL,444,3
366,142,3,Arbustal bajo denso,60 km al este de Limay Mahuida,-,0,NULL,06/09/1975,NULL,"-37,24029","-66,06533",NULL,440,2
367,168,3,Arbustal bajo,"29 km al sur de Lihuel Calel, ruta 152.",-,0,NULL,12/11/1975,NULL,"-38,157","-65,82481",NULL,460,2
368,358,1,Cultivo,"A 4 km al Sur de la ruta 5, frente a Catriló. Lote: 6.",Plano con suaves ondulaciones o bajos sin salida,0,NULL,18/08/76,NULL,"-36,46467","-63,4405",NULL,427,NULL
369,360,1,Campo natural,"La Elvira, cerca de Fanowsky ?¿. Lote: 14.",Plano con ondulaciones,0,NULL,18/08/76,NULL,"-36,62229","-63,51536",NULL,427,NULL
370,360,1,Campo natural,"La Elvira, cerca de Fanowsky ?¿. Lote: 14.",Plano con ondulaciones,0,NULL,18/08/76,NULL,"-36,62229","-63,51536",NULL,427,NULL
371,362,3,Campo natural,Norte de HIdalgo. Lote: 16.,Area plana,0,NULL,19/08/76,NULL,"-37,10171","-63,50354",NULL,442,NULL
372,733,5,Estepa arbustiva muy baja,13 km al Sur de Uriburu. Ea. El carmen.,Pendiente baja-salitral,0,NULL,02/02/77,NULL,"-36,65381","-63,8595",NULL,427,NULL
373,734,3,Pradera semihalófila de distichlis spicata y hordeum,13 km al Sur de Uriburu. Ea. El Carmen.,Bajo,0,NULL,02/02/77,NULL,"-36,66694","-63,86081",NULL,427,NULL
374,365,1,Pastizal salino,"Anchorena, Ruta N° 25. Lote: 6.",Bajo algo salino,0,NULL,19/08/76,NULL,"-36,96117","-63,47596",NULL,442,NULL
375,731,5,Estepa halofita,Laguna el ojo de agua. A 35 km al NE de Santa Rosa.,Bajo salitral,0,NULL,02/02/77,NULL,"-36,40425","-63,91335",NULL,427,NULL
376,732,5,Pradera baja semihalólila,Laguna el ojo de agua.,"Cresta, lomada arenosa",0,NULL,02/02/77,NULL,"-36,41476","-63,9186",NULL,427,NULL
377,735,5,Pastizal mediano de Stipa papposa,A 13 km al Sur de Uriburu. Ea. EL Carmen.,Pendiente media,0,NULL,02/02/77,NULL,"-36,67877","-63,85556",NULL,427,NULL
378,1,3,Caldenal pastizal arbustivo,10 km al oeste de Telen,Loma-Alta pendiente,0,NULL,15-09-1975,22,"-36,28905","-65,58338",NULL,414,NULL
379,3,3,Caldenal arbustal pelado,La Guadalosa,Plano en el bajo de origen aluvial por escurrimiento,0,NULL,NULL,NULL,"-36,35563","-65,76849",NULL,414,NULL
380,0004 o 0005,3,Caldenal pastizal abierto sabana aridica,E D MALLAL,Ondulado arenoso,0,NULL,15-09-1975,NULL,NULL,NULL,NULL,414,NULL
381,0005 o 0003,3,Caldenal renoval con pasto,Ea. Argentina,Lomada,0,NULL,15-09-75,NULL,NULL,NULL,NULL,414,NULL
385,10,3,Estepa arbustiva Jarillal algarrobal,Plano aluvial rio Atuel. Ruta 143 a Carmensa,Plano aluvial,0,NULL,15-09-75,NULL,"-36,15586","-67,05713",NULL,NULL,NULL
386,12,3,jarillal bajo abierto con especies anuales,5 km al W de Algarrobo del Aguila,pendiente,0,NULL,16-09-1975,NULL,"-36,38288","-67,1552",NULL,415,NULL
387,13,3,jarillal bajo abierto con pastizal de anuales,10Km al W de Algarrobo del Aguila,NULL,0,NULL,16-09-1975,NULL,"-36,38833","-67,22966",NULL,415,NULL
388,0014 bis,3,Estepa arbustiva de Larrea divaricata,al oeste de la barda de Algarrobo del Aguila.,plano bajo,0,NULL,25-10-1975,NULL,"-36,38604229","-67,37013722",NULL,415,NULL
390,61,3,Caldenal arbustal denso,Ceriola,NULL,0,NULL,16-10-1975,NULL,"-35,99873956","-64,74335013",NULL,407,NULL
391,65,3,Caldenal arbustal pastizal,Ruta 148 y Ruta a Telen,NULL,0,NULL,17-10-1975,NULL,"-36,24442","-65,39242",NULL,414,NULL
392,68,3,NULL,NULL,NULL,0,NULL,NULL,NULL,"-36,89464","-66,72489",NULL,NULL,NULL
393,43,3,Caldenal muy abierto (sin censo original),Entre ruta 10 y 14 . Al SE de Emilio Mitre,NULL,0,NULL,NULL,NULL,"-36,54522","-66,1071",NULL,413,NULL
394,30,3,Caldenal abierto con arbustal (sin censo original),Sobre ruta 10. Limite Chalileo Loventué,NULL,0,NULL,NULL,NULL,"-36,34162","-65,99565",NULL,413,NULL
395,42,3,Bosque algarrobal (sin censo original),Entre ruta 10 y 14.Al este del depto Chalileo,NULL,0,NULL,NULL,NULL,"-36,4443","-66,07112",NULL,413,NULL
1393,2,3,Caldenal arbustal,La Guadalosa.,Plano en el bajo,0,NULL,NULL,NULL,"-36,31247","-65,64045",NULL,414,NULL
1394,212,3,NULL,Planicie divisoria de Maracó Chico a Mara,NULL,0,NULL,NULL,NULL,"-37,70441377","-64,59410974",NULL,NULL,NULL
